"Practise","Cost"
"K83004",36614.27
"F81711",36602.5
"B85629",36589.49
"G81094",36556.2
"N81614",36550.02
"J83058",36540.54
"P81705",36526.7
"N83628",36526.59
"M82024",36526.04
"M84057",36523.98
"P81762",36511.36
"A83603",36505.4
"M85697",36498.93
"D83073",36496.03
"H85082",36483.02
"M91613",36480.57
"H85695",36456.13
"G81656",36453.09
"P81791",36452.25
"F85045",36427.77
"Y02212",36423.26
"E83036",36422.5
"C83655",36412.19
"F85643",36411.44
"Y02657",36400.64
"B83628",36400.52
"M92039",36387.59
"E84663",36387.21
"F85666",36387.18
"M84066",36378
"J82212",36364.91
"F86625",36354.93
"G85073",36332.93
"B84610",36313.52
"M85107",36295.11
"N81107",36294.6
"N83007",36288.6
"M91025",36264.16
"L83146",36261.29
"A83637",36239.84
"G82648",36236.52
"E87007",36217.39
"G85134",36209.88
"E85015",36209.4
"G82743",36192.01
"F84686",36191.23
"C84654",36179.34
"B81642",36177.16
"E83026",36156.27
"F86044",36138.31
"G85084",36131.9
"G85130",36118.21
"E87052",36107.55
"Y02471",36106.21
"L85066",36065.93
"D81065",36045.4
"L81648",36029.7
"Y01066",36024.15
"A83068",36011.91
"Y02757",35994.01
"E83639",35986.05
"Y02811",35963.96
"P88633",35951.74
"Y02589",35944.71
"Y02735",35941.48
"L84609",35935.69
"E85025",35934.23
"P81746",35917.42
"M83668",35889.08
"E85643",35862.89
"N82086",35859.52
"M85677",35850.36
"M89602",35849.34
"F84118",35843.87
"F86621",35839.12
"P81764",35837.17
"F85669",35836.29
"H81131",35816.49
"Y02567",35813.84
"C85012",35807.23
"L83626",35804.87
"F85682",35776.16
"H85053",35774.54
"H81611",35774.43
"F81739",35770.06
"Y00033",35752.78
"M89030",35746.75
"P92653",35730.88
"M85730",35714.49
"B82029",35685.3
"H81122",35683.67
"E82654",35658.69
"F81177",35655.23
"E87665",35642.64
"P81699",35640.46
"A88020",35616.54
"G85044",35595.74
"E82049",35592.64
"M86048",35586.64
"E85049",35548.1
"L81092",35545.13
"E86038",35532.84
"F85036",35530.06
"A83076",35525.53
"C84123",35520.05
"G82049",35509.77
"A81602",35460.26
"K82064",35452.82
"M86037",35447.05
"C85624",35435.51
"P82660",35428.84
"Y02222",35427.17
"Y02483",35421.07
"K83076",35360.64
"Y00184",35349.13
"Y00297",35348.91
"J82625",35308.76
"N83620",35308.75
"F82674",35303.65
"F84038",35298.25
"E85048",35277
"M85733",35272.45
"C82109",35267.48
"D81615",35258.27
"Y02526",35231.52
"N82059",35227.05
"Y00522",35191.52
"E84028",35174.16
"C84692",35144.95
"B86037",35131.79
"F85055",35105.51
"P84689",35102
"F81724",35061.57
"B87044",35044.06
"M85774",35039.87
"F85026",35002.51
"J82188",34975.79
"N84037",34958.25
"L85013",34939.42
"E85673",34933.36
"H85112",34916.59
"F82677",34904.33
"B84017",34900.41
"F81733",34899
"P88604",34876.32
"C84096",34864.71
"C87603",34846.05
"N82664",34828.46
"E85635",34824.97
"F81032",34818.65
"P85608",34809.39
"C81654",34807.15
"G85681",34800.82
"M85797",34800.01
"G82722",34783.9
"G85100",34754.56
"M83608",34738.29
"H82086",34736.42
"C82120",34735.58
"C81638",34719.98
"F81751",34701.93
"M92042",34679.98
"Y03366",34667.55
"C84057",34664.71
"K81667",34658.81
"D81606",34656.53
"F81758",34643.29
"D81074",34633.23
"G82639",34626.06
"C83631",34622.18
"Y02868",34619.05
"F81666",34612.31
"P81785",34578.99
"K83625",34576.93
"J82197",34561.27
"C85623",34553.98
"P92630",34530.4
"A82647",34511.6
"Y00420",34484.36
"H81118",34473.49
"B85048",34472.2
"M91024",34406.32
"G82652",34397.31
"M88628",34382.61
"G83654",34334.59
"C86609",34334.06
"Y00265",34311.53
"P82030",34287.52
"N84615",34280.86
"H84018",34260.92
"P92639",34258.68
"E81030",34252.84
"B83627",34225.85
"F81641",34225.66
"Y00316",34205.19
"C84628",34182.81
"C81627",34175.39
"A89026",34174.07
"G82696",34156.64
"J83062",34147.04
"M83133",34144.88
"E85083",34139.35
"A85616",34109.61
"G83063",34101.08
"F81710",34093.18
"P82034",34092.92
"Y03553",34078.28
"C81082",34064.09
"B86667",34054.33
"G83631",34051.05
"E82113",34025.9
"P92623",34014.93
"M85779",33999.4
"Y00028",33993.04
"L81107",33987.53
"N85648",33962.76
"E87067",33957.31
"P83612",33949.31
"C82108",33922.71
"D81602",33916
"Y00352",33905.55
"C81629",33894.19
"C84092",33885.92
"E85748",33863.41
"P87652",33823.09
"K82058",33820.75
"L84078",33808.27
"J81017",33792.03
"E85116",33791.81
"B87041",33788.63
"C88627",33785.36
"G81692",33759.79
"Y01856",33748.74
"M81617",33747.23
"B83070",33735.51
"L85616",33733.2
"M86617",33722.28
"H83029",33711.95
"M86622",33711.79
"P87630",33699.81
"C82123",33689.48
"M87620",33684.1
"C82644",33678.31
"E83005",33644.85
"Y01078",33634.72
"C82116",33625.21
"Y02812",33600.57
"P84684",33600.21
"G82235",33594.62
"C84682",33583.86
"B81628",33575.88
"Y02342",33559.79
"H83043",33557.68
"F85015",33535.77
"P81138",33531.54
"P81778",33527.36
"B81074",33507.13
"G82656",33506.62
"E85718",33486.54
"J82126",33483.83
"F81622",33473.12
"C83615",33417.28
"E82050",33403.87
"M85794",33402.22
"F82671",33394.45
"P82633",33383.94
"Y02933",33373.39
"K84621",33349.17
"F81672",33347.35
"G82818",33333.4
"D81081",33331.77
"M88041",33323.18
"N84614",33319.53
"M85756",33304.98
"N81102",33294.99
"A89040",33233.86
"P85612",33217.94
"F86081",33206.75
"M92647",33193.9
"Y02640",33192.48
"P86620",33186.72
"G81063",33183.7
"K84622",33174.91
"N82676",33170.48
"C84656",33170.12
"J83601",33169.29
"M88036",33164.99
"M84603",33163.91
"Y01709",33150.96
"K84021",33147.48
"C81642",33146.84
"F81698",33143.21
"C83652",33076.46
"C82651",33074.87
"F81110",33067.68
"E84067",33065.89
"P89616",33052.42
"F81651",33051.61
"F83673",33026.57
"F82052",33024.15
"B81100",33012.8
"K81656",32987.91
"N81624",32987.65
"G82197",32983.43
"E85600",32971.83
"P81745",32956.76
"C88062",32946.16
"N84032",32945.31
"Y00140",32939.37
"A83626",32931.87
"L81132",32903.37
"L84613",32902.12
"F85650",32867.78
"A81632",32860.38
"M84617",32818.34
"G83668",32811.25
"M82620",32807.23
"B81602",32778.82
"E85725",32767.77
"P87004",32759.04
"B82627",32750.45
"H85057",32720.82
"M83717",32712.9
"Y00078",32701.51
"F82663",32680.26
"C81076",32666.99
"G82710",32664.52
"C84672",32656.81
"B81647",32642.74
"A82031",32638.47
"A83032",32616.9
"H84607",32615.44
"N82617",32598.51
"E81062",32581.19
"Y02708",32578.05
"F85061",32572.62
"J82184",32568.34
"E84620",32563.17
"E84661",32552.96
"G83673",32547.3
"J83618",32541.69
"K81613",32517.28
"G82224",32513.06
"P84018",32492.67
"H83620",32482.49
"A89036",32478.79
"E85734",32472.64
"F81719",32466.87
"Y02646",32464.76
"J82191",32429.56
"D81078",32428.41
"E87720",32419.67
"A89623",32407.91
"N84010",32347.64
"P83030",32338.68
"K81655",32279.5
"H81642",32260.67
"F81756",32253.72
"N82081",32246.68
"P92602",32236.31
"F84658",32234.08
"K81632",32207.11
"Y00312",32178.21
"N83610",32174.82
"P86622",32150.06
"D82632",32136.92
"N84611",32122.98
"B85620",32114.47
"M86607",32104.7
"E87762",32100.39
"K82621",32094.32
"F81656",32087.19
"M83109",32080.31
"C87609",32057.36
"Y00955",32034.16
"P92635",31974.88
"C84076",31973.93
"F82647",31968.09
"L85045",31955.32
"N82050",31948.89
"M88640",31934.61
"M82001",31909.16
"A89620",31888.17
"Y02702",31872.25
"C81079",31859.86
"N84627",31848.18
"K83056",31840.84
"Y02663",31839.04
"E84674",31837.72
"B85611",31802.72
"L81655",31797.29
"F86086",31786.93
"P84640",31748.73
"F81690",31722.16
"P88610",31715.95
"F85640",31715.59
"B81697",31706.21
"C81640",31704.11
"J81640",31704.07
"E86612",31688.05
"P91025",31677.72
"M85676",31668.61
"N82039",31665.3
"D82055",31663.92
"J83632",31657.6
"C84112",31648.06
"L83129",31635.87
"P84644",31634.56
"F85060",31633.3
"M91629",31619.85
"P81731",31618.04
"F86042",31569.21
"M81076",31551.91
"F82668",31548.29
"P81166",31536.59
"G82217",31535.22
"N82633",31510.56
"F81040",31469.77
"G82799",31466.9
"E85005",31466.89
"B81635",31459.74
"K83020",31457.72
"E85069",31452.37
"E81077",31439.88
"N82087",31432.74
"M85127",31428.44
"Y03506",31395.73
"N82657",31384.32
"B83061",31368.96
"H81123",31347.3
"N84622",31345.36
"E85103",31334.66
"P91631",31330.01
"Y02570",31298.97
"F85675",31278.8299999999
"M87623",31267.33
"J82014",31267.08
"A84029",31251.38
"F85039",31238.49
"F83027",31237.91
"M85134",31233.56
"H83608",31220.57
"M87629",31213.58
"E85683",31206.86
"M83718",31206.82
"Y00137",31203.79
"N82678",31201.81
"E84075",31196.62
"E84680",31191.44
"P85007",31137.19
"L85624",31126.25
"G84621",31110.12
"J83609",31085.91
"E87714",31081.39
"A82650",31068.11
"P91027",31054.17
"M81090",31046.44
"B81032",31041.5
"N82051",31030.66
"P82033",31005.02
"G85642",30967.01
"A85015",30952.61
"G83042",30951.02
"Y00527",30949.42
"P87022",30941.96
"F86612",30925.78
"M83134",30920.87
"K83619",30906.03
"E85061",30874.01
"F83683",30869.19
"F84657",30867.1
"Y02662",30860.2
"N81645",30854.29
"M85735",30834.53
"P81754",30833.16
"P81136",30811.42
"P85603",30803.1
"M84055",30794.61
"G81642",30791.45
"K81094",30774.18
"C88068",30771.88
"Y00999",30756.32
"E86620",30749.57
"B83031",30735.4
"G82733",30705.29
"K81616",30687.22
"P81727",30674.82
"C84695",30671.48
"P85607",30652.82
"F86088",30633.22
"Y02767",30611.71
"M83122",30584.4
"M91654",30579.37
"Y02660",30577.98
"K83033",30562.71
"E84033",30546.87
"P84605",30507.33
"F84741",30506.33
"N82091",30478.28
"P84631",30460.48
"E84702",30457.12
"Y00293",30451.19
"P81758",30444.17
"P81741",30437.42
"A82004",30435.91
"J84602",30435.63
"E85744",30433.93
"K81607",30432.1
"F86696",30418.16
"M91022",30406.95
"E86610",30401.2
"E82105",30392.97
"G85082",30362.94
"E86020",30353.35
"C84712",30345.67
"C88083",30341.4
"F83678",30331.99
"A88601",30326.44
"F84692",30316.67
"G83037",30299.62
"F84636",30282.32
"B81688",30281.06
"M87621",30272.11
"N82650",30256.66
"J82631",30237.6
"F86658",30208.03
"F86642",30198.59
"F85067",30194.28
"M82057",30182.33
"G81685",30178.84
"F84679",30162.8
"M88627",30161.36
"F81209",30157.48
"F82666",30148.69
"B81066",30142.79
"A81612",30139.52
"E87718",30128.6
"F85706",30119.36
"F84072",30117.72
"F85064",30087.05
"B83621",30076.6
"L83651",30066.78
"M85014",30065.98
"F82648",30059.19
"M85792",30053.95
"J83649",30053.68
"M85131",30042.87
"M85669",30039.21
"Y02177",30024.59
"C86626",30006.98
"M91611",30002.35
"B81620",29999.62
"B81089",29983.05
"Y01139",29979.6
"M82601",29970.99
"B86102",29969.65
"E85731",29958.8
"P81774",29958.63
"F83025",29953.13
"N85633",29946.47
"Y02583",29933.76
"F85071",29932.3
"E84070",29931.47
"Y00589",29922.95
"K84076",29886.29
"L83082",29871.26
"P89613",29847.86
"B85621",29841.78
"D81645",29828.51
"G81089",29822.09
"Y01221",29817.15
"C84717",29810.11
"Y03364",29793.57
"Y02520",29793.4
"F81136",29775.82
"C84700",29775.1
"Y02624",29755.08
"B86643",29742.65
"G85129",29738.42
"E85006",29715.98
"K81645",29711.07
"Y01695",29682.48
"E85130",29679.5
"F81170",29677.92
"B85619",29671.69
"Y03595",29653.9
"P81713",29653.03
"B82086",29640.08
"Y00278",29625.8
"M88639",29624.33
"E85117",29615.68
"M91628",29614.87
"F84619",29613.16
"B81121",29607.6
"M91610",29605.63
"F82638",29595.86
"Y02669",29587.64
"F86073",29580.18
"C82114",29577.21
"Y02463",29575.27
"M86605",29575
"M83624",29572.24
"M83641",29571.43
"E81054",29560.64
"F85023",29536.13
"N81607",29514.32
"F86639",29491.05
"F85703",29480.08
"L83012",29473.82
"F85011",29466.4
"C81652",29450.24
"P88010",29445
"P84682",29431.61
"M83640",29420.9900000001
"M92629",29414.27
"M88646",29413.44
"E87670",29405.88
"N82621",29399.97
"P81772",29387.39
"A89624",29383.67
"F81033",29381.93
"H85100",29369.04
"E85712",29363.27
"F83051",29344.59
"B85655",29339.33
"F82624",29335.6
"H83624",29324.04
"P81756",29300.34
"M86044",29295.46
"H84625",29281.47
"G85112",29275.28
"M88044",29269.02
"B86108",29268.54
"E87071",29251.39
"B81634",29240.84
"Y02620",29233.06
"P88607",29231.64
"M91623",29228.84
"F86655",29219.66
"E82004",29218.36
"H83008",29214.01
"Y02164",29199.72
"B85644",29195.72
"C82669",29195.03
"E85112",29187.95
"M91659",29177.44
"C84632",29174.18
"Y02960",29171.98
"G81634",29158.84
"M82604",29141.11
"B85645",29135.43
"H83040",29124.86
"G82708",29097.88
"P81655",29074.07
"C84101",29069.37
"Y01200",29039.55
"E83042",29033.62
"M85158",29012.73
"Y01680",29006.4
"E83637",28983.35
"M88610",28969.51
"F84676",28962.73
"C82124",28961.8
"E85123",28955.52
"H83028",28950.66
"G82820",28933.34
"L82007",28932.35
"E83633",28921.79
"G82775",28892.03
"F84719",28889.92
"E86629",28860.65
"F85034",28849.28
"E86640",28847.95
"E83041",28845.15
"A86035",28844.21
"F81720",28833.63
"C82060",28794.35
"E85088",28792.22
"Y02974",28791.44
"C83068",28775.66
"G82690",28767.98
"N84626",28734.22
"C82625",28728.79
"B83629",28725.19
"H81038",28722.44
"P81177",28710.15
"L83639",28704.36
"F85615",28703.74
"P84659",28697.38
"P85622",28695.42
"C82015",28694.07
"B86001",28677.58
"L83661",28675.53
"M87612",28671
"F82055",28633.27
"P84611",28627.37
"H85103",28607.16
"E85041",28602.52
"P81711",28596.68
"P91007",28590.05
"J82159",28586.86
"Y02875",28580.99
"M84612",28548.9
"L83068",28540.79
"P81737",28540.7
"G82688",28537.81
"Y02900",28535.61
"L83664",28530.04
"F82045",28523.01
"F86624",28520.06
"D81087",28500.67
"L85607",28495.76
"B81679",28478.74
"G82124",28452.51
"Y02815",28439.15
"B86648",28437.26
"C82649",28403.56
"H82641",28397.65
"J81644",28393.26
"F83042",28379.66
"G82175",28378.39
"F84670",28377.93
"E87065",28374.13
"E84670",28372.79
"C88053",28354.03
"E85727",28345.8
"G82605",28333.93
"E84059",28315.75
"A88014",28314.08
"G82691",28304.89
"Y02833",28301.26
"L83144",28297.44
"K82035",28287.3
"G83030",28253.91
"G81040",28242.16
"P81641",28231.57
"Y02748",28226.45
"F85676",28218.55
"G81667",28171.04
"Y02718",28160.09
"M91639",28151.36
"N84616",28131.46
"Y00110",28129.65
"L85064",28107.63
"A82641",28077.42
"N82623",28074.67
"B85628",28046.66
"P82616",28044.14
"A82060",28038.66
"Y02606",28035.53
"F82679",28022.23
"F85678",28018.85
"D81040",27999.66
"G81669",27992.1
"Y02838",27991.16
"C81615",27984.9
"M82054",27982.42
"M85100",27981.38
"K81005",27979.72
"A82635",27978.47
"D82103",27967.81
"A89014",27955.78
"E85075",27955.71
"Y01655",27935.57
"P81788",27909.41
"G82184",27906.95
"P81667",27903.28
"Y02568",27892.8
"L83049",27890.48
"F85658",27870.99
"H81632",27861.61
"M85746",27846.36
"C82084",27838.97
"Y00260",27822.97
"F82053",27820.22
"C84635",27811.52
"B83613",27803.13
"E85074",27787.28
"J82629",27783.88
"Y01962",27762.62
"M83111",27758.31
"M85163",27733.66
"E81060",27731.95
"J82183",27719.75
"G82757",27705.63
"A88024",27696.99
"D81616",27694.06
"F81073",27691.87
"M84629",27690.58
"P92038",27677.07
"G82156",27650.46
"F81740",27634.21
"M85809",27626.44
"F81738",27602.18
"M85059",27583.13
"C81660",27579.76
"L81133",27562.07
"H81663",27560.55
"P87036",27549.51
"B86633",27544.8
"F81675",27539.77
"E84638",27528.32
"E85077",27515.1
"Y00471",27514.67
"E85713",27507.21
"K84034",27507.1
"M91039",27485.76
"C84679",27467.26
"G85050",27463.31
"G85113",27455.77
"A81056",27432.44
"N85057",27423.76
"K81100",27415.33
"C82610",27406.56
"C88652",27397.15
"A82029",27391.64
"B81692",27391.09
"G84609",27380.05
"C84136",27377.12
"M83697",27353.44
"P87658",27341.23
"H83011",27316.48
"F82607",27268.38
"C84680",27260.37
"E84645",27258.71
"E82131",27257.03
"F82621",27251.51
"P92633",27232.14
"Y02578",27217.49
"C88662",27210.83
"Y02885",27207.62
"Y02778",27184.55
"A81069",27184.09
"M85075",27175.51
"F83052",27174.41
"A84042",27159
"H84059",27152.55
"N81623",27135.13
"E87045",27082.84
"A89612",27078.58
"Y00898",27040.58
"G85674",27022.67
"P87651",27019.26
"B81120",27018.64
"P85610",27003.43
"M85663",26998.28
"F86635",26986.9
"H81641",26971.8
"P85620",26966.15
"G85081",26962.68
"B86095",26935.9
"L82621",26933.87
"E85098",26916.87
"M85166",26908.13
"M86604",26905.35
"J82663",26869.92
"Y01851",26865.95
"P88033",26865.94
"M88620",26864.17
"Y02671",26857.16
"G85127",26837.84
"L83666",26834.04
"D82600",26804.11
"P84063",26804.1
"G82712",26786.33
"M91625",26777.68
"B86651",26752.75
"G85096",26738.07
"Y02594",26712.79
"M85776",26691.13
"M88016",26656.81
"K81015",26647.86
"G85076",26645.77
"K84080",26619.43
"P86002",26566.28
"Y00568",26562.3
"C84121",26559.01
"P86609",26537.23
"M83678",26536.08
"A83630",26524.14
"F85065",26492.43
"E82627",26487.26
"Y00560",26481.04
"M83726",26480.3
"A82617",26471.78
"Y03296",26467.68
"M91619",26456.36
"Y02595",26448.33
"Y00252",26443.71
"N85052",26429.89
"B83611",26422.57
"E82658",26411.53
"P92619",26408.43
"E85715",26401.78
"H85674",26387.02
"C82656",26386.33
"H83033",26379.14
"P87613",26374.04
"E83631",26368.93
"G81641",26351.92
"D81607",26339.37
"M85045",26305.07
"G82719",26297.3
"G82170",26270.12
"F84032",26244.8
"E85115",26194.03
"F85043",26186.24
"F81045",26179.71
"H82625",26152.14
"F82003",26122.95
"P84068",26121.08
"M85010",26104.27
"G85047",26088.98
"P88628",26080.86
"G85699",26052.56
"F82033",26045.92
"G81684",26043.75
"F83648",26034.25
"A81605",26027.93
"J82036",26027.02
"N81637",26019.03
"A88611",26006.31
"F86045",26005.91
"K84060",25974.55
"C83081",25962.92
"M83613",25956.81
"G81071",25937
"H84629",25926.8
"H85088",25924.06
"F84124",25922.31
"F82040",25906.52
"G85019",25895.6
"Y02572",25878.89
"A82619",25876.76
"A84604",25871.7
"B81689",25871.37
"H83625",25852.37
"M83115",25843.58
"Y02726",25842.49
"B87600",25838.64
"E83668",25824.62
"F82665",25791.2
"M85115",25786.99
"A85021",25769.13
"F85623",25764.2
"M83712",25755.98
"N85635",25749.04
"M83662",25715.68
"H85032",25715.22
"F86703",25697.75
"H83041",25682.33
"E84690",25649.02
"B81683",25646.68
"C83016",25636.3
"Y02684",25615.25
"F83033",25603.83
"C82628",25563.1
"C82092",25513.83
"M84621",25506.95
"Y02162",25503.53
"Y02414",25495.72
"E85066",25493.08
"Y02713",25461.53
"P81668",25449.6
"M92642",25390.89
"H81664",25382.25
"M91026",25375.69
"Y02795",25370.78
"G82698",25367.86
"B81080",25364.97
"J82647",25351.18
"C84666",25340.6
"F86698",25339.62
"M86629",25338.22
"F83040",25333.2
"E84066",25332.23
